Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,1.2,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,1.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,0.9,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,0.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,0.8,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,0.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,1.1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,0.9,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,0.9,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,0.7,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,0.7,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,0.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,0.6,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,0.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,0.8,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,0.6,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,0.6,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,0.6,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,0.5,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,1.2,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,0.8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,0.8,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,0.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,0.6,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,0.9,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,0.9,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,0.8,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,0.8,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,0.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,0.9,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,0.9,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,0.8,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,0.8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,0.7,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,0.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,0.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,1.2,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,1.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,1.1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,0.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,0.9,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,0.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20142016,2016,%,10.5,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20152017,2017,%,9.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20162018,2018,%,8.9,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20172019,2019,%,8.4,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20182020,2020,%,8.2,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20192021,2021,%,8,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),6121,Value,20202022,2022,%,7.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,10.2,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,9.5,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,8.6,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,8.1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,7.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,7.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,7.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,10.8,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,10.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,9.2,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,8.7,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,8.5,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,8.2,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,7.9,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20142016,2016,%,9.4,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20152017,2017,%,8.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20162018,2018,%,8.1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20172019,2019,%,7.7,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20182020,2020,%,7.5,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20192021,2021,%,7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),6121,Value,20202022,2022,%,6.6,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,9.1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,8.5,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,7.8,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,7.4,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,7.2,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,6.8,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,6.5,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,9.7,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,9.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,8.4,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,7.8,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,7.2,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,6.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20142016,2016,%,11.5,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20152017,2017,%,10.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20162018,2018,%,9.7,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20172019,2019,%,9.1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20182020,2020,%,8.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20192021,2021,%,8.9,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),6121,Value,20202022,2022,%,9.1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20142016,2016,%,11.2,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20152017,2017,%,10.4,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20162018,2018,%,9.4,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20172019,2019,%,8.8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20182020,2020,%,8.6,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20192021,2021,%,8.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61211,Confidence interval: Lower bound,20202022,2022,%,8.9,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20142016,2016,%,11.9,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20152017,2017,%,11.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20162018,2018,%,10,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20172019,2019,%,9.4,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20182020,2020,%,9.2,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20192021,2021,%,9.1,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),61212,Confidence interval: Upper bound,20202022,2022,%,9.2,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,3.5,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,3.2,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,3,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,2.7,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,2.6,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,2.4,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,2.3,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,3.1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,2.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,2.7,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,2.4,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,2.3,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,2.2,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,2.2,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,3.8,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,3.5,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,3.3,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,3,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,2.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,2.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071,Number of severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,2.4,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,1.4,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,1.2,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,1.1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,1,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,0.9,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,0.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,1.3,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,1.1,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,0.8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,0.8,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,0.8,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,0.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,1.5,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,1.3,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,1.3,A,Official estimate
